headline,publication_date,news_source,sector,sentiment_label,market_impact
"UPI transaction volume crosses 2733 Cr in Jan, new all-time high",2024-11-07 02:45:55.271054208,Mint,FMCG,Positive,Bullish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-07 08:01:20.656131216,Financial Express,Auto,Positive,Bullish
"India GDP growth accelerates to 31.8% in Q2, ahead of IMF projections",2024-11-07 13:16:46.041208240,MoneyControl,Metals & Mining,Positive,Bullish
RBI releases draft guidelines on digital lending regulations for public comment,2024-11-07 18:32:11.426285248,Reuters India,Auto,Neutral,Neutral
NSE updates margin framework for equity derivatives from Sep onwards,2024-11-07 23:47:36.811362272,CNBC TV18,Telecom,Neutral,Neutral
"India GDP growth accelerates to 33.2% in Q1, ahead of IMF projections",2024-11-08 05:03:02.196439280,Financial Express,Auto,Positive,Bullish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-08 10:18:27.581516304,Mint,BFSI,Positive,Bullish
RBI hikes repo rate by 35 bps amid persistent core inflation concerns,2024-11-08 15:33:52.966593312,MoneyControl,FMCG,Negative,Bearish
HDFC Life profit warning: EBITDA margins to decline 41.5% on high input costs,2024-11-08 20:49:18.351670336,Economic Times,Real Estate,Negative,Bearish
Bond yields spike 35bps after higher-than-expected US Fed rate guidance,2024-11-09 02:04:43.736747344,BloombergQuint,Pharma,Negative,Bearish
Pharma sector faces GST scrutiny; ₹3775 Cr ITC claims flagged by CBIC,2024-11-09 07:20:09.121824368,Financial Express,Pharma,Negative,Bearish
GST collections cross ₹2666 Cr for Mayth consecutive month,2024-11-09 12:35:34.506901376,CNBC TV18,Pharma,Positive,Bullish
RBI hikes repo rate by 35 bps amid persistent energy inflation concerns,2024-11-09 17:50:59.891978400,CNBC TV18,Auto,Negative,Bearish
RBI monetary policy committee holds repo rate at 6.89%; next review in Apr,2024-11-09 23:06:25.277055408,BloombergQuint,FMCG,Neutral,Neutral
"SBI Q4 net profit surges 3.8%, beats Bloomberg analyst estimates",2024-11-10 04:21:50.662132416,Economic Times,FMCG,Positive,Bullish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2024-11-10 09:37:16.047209440,Business Standard,Infrastructure,Positive,Bullish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2024-11-10 14:52:41.432286448,Mint,Telecom,Positive,Bullish
SEBI probes Nykaa for insider trading; shares locked in lower circuit,2024-11-10 20:08:06.817363472,Financial Express,Auto,Negative,Bearish
Monsoon deficit at 27.8% below normal; agri-loan stress feared in Tier-2/3 markets,2024-11-11 01:23:32.202440480,CNBC TV18,IT Services,Negative,Bearish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-11 06:38:57.587517504,Business Standard,Telecom,Positive,Bullish
Rupee depreciates to historic low of ₹84.62 on trade deficit widening,2024-11-11 11:54:22.972594512,Business Standard,Auto,Negative,Bearish
Yes Bank announces rights issue at ₹142 per share; record date set,2024-11-11 17:09:48.357671536,BloombergQuint,FMCG,Neutral,Neutral
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2024-11-11 22:25:13.742748544,BloombergQuint,BFSI,Positive,Bullish
"Kotak Mahindra Q1 net profit surges 32.0%, beats Bloomberg analyst estimates",2024-11-12 03:40:39.127825568,Economic Times,Auto,Positive,Bullish
Finance Ministry reviews PLI scheme performance across 5 key sectors,2024-11-12 08:56:04.512902576,Economic Times,Auto,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 12 key sectors,2024-11-12 14:11:29.897979600,Business Standard,IT Services,Neutral,Neutral
FMCG sector faces GST scrutiny; ₹232 Cr ITC claims flagged by CBIC,2024-11-12 19:26:55.283056608,CNBC TV18,FMCG,Negative,Bearish
NCLAT hears Reliance Industries insolvency appeal; next hearing scheduled for Feb,2024-11-13 00:42:20.668133616,CNBC TV18,BFSI,Neutral,Neutral
Monsoon deficit at 32.8% below normal; agri-loan stress feared in Tier-2/3 markets,2024-11-13 05:57:46.053210640,Business Standard,Telecom,Negative,Bearish
"UPI transaction volume crosses 2247 Cr in Jun, new all-time high",2024-11-13 11:13:11.438287648,Financial Express,FMCG,Positive,Bullish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2024-11-13 16:28:36.823364672,Economic Times,Auto,Positive,Bullish
Metals & Mining sector FDI inflows at 3217 million USD in April-Oct FY22,2024-11-13 21:44:02.208441680,BloombergQuint,Metals & Mining,Neutral,Neutral
SEBI board meets to review derivative market norms for Q4 FY23,2024-11-14 02:59:27.593518704,CNBC TV18,Pharma,Neutral,Neutral
Infosys announces ₹2651 Cr CAPEX for pan-India digital infrastructure rollout,2024-11-14 08:14:52.978595712,Reuters India,Telecom,Positive,Bullish
NCLAT hears Paytm insolvency appeal; next hearing scheduled for Feb,2024-11-14 13:30:18.363672736,CNBC TV18,Real Estate,Neutral,Neutral
RBI monetary policy committee holds repo rate at 6.06%; next review in Apr,2024-11-14 18:45:43.748749744,Reuters India,Real Estate,Neutral,Neutral
RBI monetary policy committee holds repo rate at 7.14%; next review in Feb,2024-11-15 00:01:09.133826768,CNBC TV18,Energy,Neutral,Neutral
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2024-11-15 05:16:34.518903776,Reuters India,BFSI,Positive,Bullish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-15 10:31:59.903980800,Mint,FMCG,Positive,Bullish
IDFC First Bank board rejects merger proposal; institutional investors express concern,2024-11-15 15:47:25.289057808,Mint,Infrastructure,Negative,Bearish
Telecom sector faces GST scrutiny; ₹1744 Cr ITC claims flagged by CBIC,2024-11-15 21:02:50.674134816,BloombergQuint,Telecom,Negative,Bearish
GST collections cross ₹493 Cr for Mayth consecutive month,2024-11-16 02:18:16.059211840,Mint,Telecom,Positive,Bullish
Sensex rallies 345 points as FIIs pump ₹637 Cr into Indian equities,2024-11-16 07:33:41.444288848,BloombergQuint,Pharma,Positive,Bullish
India WPI inflation prints at 29.5% for Dec; IIP data due next week,2024-11-16 12:49:06.829365872,BloombergQuint,Real Estate,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2024-11-16 18:04:32.214442880,MoneyControl,FMCG,Neutral,Neutral
SEBI probes Nykaa for insider trading; shares locked in lower circuit,2024-11-16 23:19:57.599519904,Economic Times,BFSI,Negative,Bearish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2024-11-17 04:35:22.984596912,CNBC TV18,BFSI,Positive,Bullish
SBI board rejects merger proposal; institutional investors express concern,2024-11-17 09:50:48.369673936,BloombergQuint,Infrastructure,Negative,Bearish
IDFC First Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2024-11-17 15:06:13.754750944,Economic Times,BFSI,Positive,Bullish
"RBI keeps repo rate unchanged, signals accommodative stance for Q3 FY23",2024-11-17 20:21:39.139827968,Reuters India,Metals & Mining,Positive,Bullish
"Nifty 50 hits record 694 as broad-based rally lifts mid-cap, small-cap indices",2024-11-18 01:37:04.524904976,Financial Express,Pharma,Positive,Bullish
India forex reserves hit 3383 billion USD as RBI intervention stabilises rupee,2024-11-18 06:52:29.909982000,MoneyControl,FMCG,Positive,Bullish
MSCI rebalancing: India's weight adjusted to 11.7%; 2 stocks added/removed,2024-11-18 12:07:55.295059008,MoneyControl,Metals & Mining,Neutral,Neutral
India current account deficit widens to 47.0% of GDP in Q4 FY22,2024-11-18 17:23:20.680136016,Financial Express,Telecom,Negative,Bearish
HDFC Bank announces rights issue at ₹105 per share; record date set,2024-11-18 22:38:46.065213040,Economic Times,IT Services,Neutral,Neutral
FII outflows drag Sensex 611 points lower; rupee slips to 83.39 per USD,2024-11-19 03:54:11.450290048,CNBC TV18,Pharma,Negative,Bearish
"RBI keeps repo rate unchanged, signals accommodative stance for Q1 FY24",2024-11-19 09:09:36.835367072,Financial Express,Energy,Positive,Bullish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2024-11-19 14:25:02.220444080,Mint,BFSI,Positive,Bullish
Telecom sector EBITDA margins expand QoQ amid easing input cost pressures,2024-11-19 19:40:27.605521104,CNBC TV18,Telecom,Positive,Bullish
Credit card defaults surge 3.8% YoY; RBI flags retail lending risks,2024-11-20 00:55:52.990598112,MoneyControl,Energy,Negative,Bearish
SEBI probes Delhivery for insider trading; shares locked in lower circuit,2024-11-20 06:11:18.375675136,Reuters India,Metals & Mining,Negative,Bearish
FII outflows drag Sensex 1126 points lower; rupee slips to 86.41 per USD,2024-11-20 11:26:43.760752144,Business Standard,Real Estate,Negative,Bearish
RBI hikes repo rate by 25 bps amid persistent energy inflation concerns,2024-11-20 16:42:09.145829168,Reuters India,Telecom,Negative,Bearish
Bank of Baroda announces rights issue at ₹59 per share; record date set,2024-11-20 21:57:34.530906176,Financial Express,Telecom,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 4 key sectors,2024-11-21 03:12:59.915983200,Economic Times,IT Services,Neutral,Neutral
Rupee depreciates to historic low of ₹83.42 on trade deficit widening,2024-11-21 08:28:25.301060208,Reuters India,Infrastructure,Negative,Bearish
Sensex rallies 188 points as FIIs pump ₹2950 Cr into Indian equities,2024-11-21 13:43:50.686137216,CNBC TV18,Real Estate,Positive,Bullish
HDFC Bank announces rights issue at ₹447 per share; record date set,2024-11-21 18:59:16.071214240,Business Standard,Energy,Neutral,Neutral
Adani Enterprises announces ₹3482 Cr CAPEX for pan-India digital infrastructure rollout,2024-11-22 00:14:41.456291248,Financial Express,BFSI,Positive,Bullish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-22 05:30:06.841368272,MoneyControl,Real Estate,Positive,Bullish
SEBI board meets to review derivative market norms for Q4 FY22,2024-11-22 10:45:32.226445280,BloombergQuint,BFSI,Neutral,Neutral
India current account deficit widens to 45.6% of GDP in Q2 FY22,2024-11-22 16:00:57.611522304,BloombergQuint,Telecom,Negative,Bearish
MSCI rebalancing: India's weight adjusted to 40.4%; 3 stocks added/removed,2024-11-22 21:16:22.996599312,CNBC TV18,BFSI,Neutral,Neutral
India forex reserves hit 2804 billion USD as RBI intervention stabilises rupee,2024-11-23 02:31:48.381676336,BloombergQuint,Telecom,Positive,Bullish
India WPI inflation prints at 7.2% for Apr; IIP data due next week,2024-11-23 07:47:13.766753344,Business Standard,BFSI,Neutral,Neutral
Sensex rallies 189 points as FIIs pump ₹3996 Cr into Indian equities,2024-11-23 13:02:39.151830368,Financial Express,BFSI,Positive,Bullish
Infrastructure sector faces GST scrutiny; ₹3759 Cr ITC claims flagged by CBIC,2024-11-23 18:18:04.536907376,Economic Times,Infrastructure,Negative,Bearish
"UPI transaction volume crosses 3997 Cr in Jul, new all-time high",2024-11-23 23:33:29.921984400,MoneyControl,Telecom,Positive,Bullish
Infosys profit warning: EBITDA margins to decline 33.7% on high input costs,2024-11-24 04:48:55.307061408,Financial Express,Auto,Negative,Bearish
"UPI transaction volume crosses 4812 Cr in Mar, new all-time high",2024-11-24 10:04:20.692138432,Business Standard,Metals & Mining,Positive,Bullish
Bond yields spike 25bps after higher-than-expected US Fed rate guidance,2024-11-24 15:19:46.077215440,Business Standard,FMCG,Negative,Bearish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-24 20:35:11.462292448,Business Standard,FMCG,Positive,Bullish
India forex reserves hit 1191 billion USD as RBI intervention stabilises rupee,2024-11-25 01:50:36.847369472,BloombergQuint,Auto,Positive,Bullish
Monsoon deficit at 34.1% below normal; agri-loan stress feared in Tier-2/3 markets,2024-11-25 07:06:02.232446480,BloombergQuint,Pharma,Negative,Bearish
India WPI inflation prints at 40.2% for Jun; IIP data due next week,2024-11-25 12:21:27.617523504,Mint,Real Estate,Neutral,Neutral
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-25 17:36:53.002600512,MoneyControl,FMCG,Positive,Bullish
NSE updates margin framework for equity derivatives from Aug onwards,2024-11-25 22:52:18.387677536,CNBC TV18,FMCG,Neutral,Neutral
Delhivery profit warning: EBITDA margins to decline 35.1% on high input costs,2024-11-26 04:07:43.772754544,Reuters India,Auto,Negative,Bearish
SEBI board meets to review derivative market norms for Q2 FY24,2024-11-26 09:23:09.157831568,Mint,BFSI,Neutral,Neutral
GST collections cross ₹3583 Cr for Aprth consecutive month,2024-11-26 14:38:34.542908576,Reuters India,IT Services,Positive,Bullish
RBI hikes repo rate by 50 bps amid persistent food inflation concerns,2024-11-26 19:53:59.927985600,Mint,Metals & Mining,Negative,Bearish
HDFC Bank announces rights issue at ₹460 per share; record date set,2024-11-27 01:09:25.313062608,BloombergQuint,IT Services,Neutral,Neutral
RBI monetary policy committee holds repo rate at 6.53%; next review in Nov,2024-11-27 06:24:50.698139632,CNBC TV18,Real Estate,Neutral,Neutral
Axis Bank board rejects merger proposal; institutional investors express concern,2024-11-27 11:40:16.083216640,Business Standard,Infrastructure,Negative,Bearish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2024-11-27 16:55:41.468293648,Reuters India,Energy,Positive,Bullish
Punjab National Bank announces rights issue at ₹189 per share; record date set,2024-11-27 22:11:06.853370672,Financial Express,Infrastructure,Neutral,Neutral
SEBI probes ITC for insider trading; shares locked in lower circuit,2024-11-28 03:26:32.238447680,Business Standard,Pharma,Negative,Bearish
GST collections cross ₹4129 Cr for Octth consecutive month,2024-11-28 08:41:57.623524704,CNBC TV18,Infrastructure,Positive,Bullish
IDFC First Bank announces rights issue at ₹191 per share; record date set,2024-11-28 13:57:23.008601712,BloombergQuint,Pharma,Neutral,Neutral
"UPI transaction volume crosses 2952 Cr in Aug, new all-time high",2024-11-28 19:12:48.393678736,Economic Times,Auto,Positive,Bullish
"Nifty 50 hits record 737 as broad-based rally lifts mid-cap, small-cap indices",2024-11-29 00:28:13.778755744,Business Standard,Pharma,Positive,Bullish
Finance Ministry reviews PLI scheme performance across 7 key sectors,2024-11-29 05:43:39.163832768,Business Standard,Telecom,Neutral,Neutral
FMCG sector EBITDA margins expand QoQ amid easing input cost pressures,2024-11-29 10:59:04.548909776,CNBC TV18,FMCG,Positive,Bullish
IDFC First Bank board rejects merger proposal; institutional investors express concern,2024-11-29 16:14:29.933986800,Reuters India,FMCG,Negative,Bearish
India WPI inflation prints at 27.8% for Jun; IIP data due next week,2024-11-29 21:29:55.319063808,Financial Express,Telecom,Neutral,Neutral
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-30 02:45:20.704140832,BloombergQuint,Pharma,Positive,Bullish
"RBI keeps repo rate unchanged, signals accommodative stance for Q3 FY22",2024-11-30 08:00:46.089217840,BloombergQuint,FMCG,Positive,Bullish
SEBI board meets to review derivative market norms for Q1 FY23,2024-11-30 13:16:11.474294848,BloombergQuint,Infrastructure,Neutral,Neutral
Rupee depreciates to historic low of ₹85.9 on trade deficit widening,2024-11-30 18:31:36.859371872,Reuters India,BFSI,Negative,Bearish
SEBI probes Zomato for insider trading; shares locked in lower circuit,2024-11-30 23:47:02.244448880,MoneyControl,Energy,Negative,Bearish
NSE updates margin framework for equity derivatives from Dec onwards,2024-12-01 05:02:27.629525904,Mint,FMCG,Neutral,Neutral
"India GDP growth accelerates to 13.9% in Q4, ahead of IMF projections",2024-12-01 10:17:53.014602912,BloombergQuint,BFSI,Positive,Bullish
RBI releases draft guidelines on digital lending regulations for public comment,2024-12-01 15:33:18.399679936,MoneyControl,BFSI,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2024-12-01 20:48:43.784756944,Mint,IT Services,Neutral,Neutral
SEBI board meets to review derivative market norms for Q1 FY22,2024-12-02 02:04:09.169833968,CNBC TV18,Auto,Neutral,Neutral
